StateName,BusRoute,RouteLink,Route_Name,BusName,BusType,BusDepartureTime,BusReachingTime,Bus_Duration,BusRating,TicketPrice,SeatAvailability,AvailableSeats,From_Place,To_Place
apsrtc,Rajahmundry to Visakhapatnam,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam Bus,APSRTC - 4753,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,03:25,04h 25m,3.9,INR 344,11 Seats available,11,Rajahmundry,Visakhapatnam
apsrtc,Rajahmundry to Visakhapatnam,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam Bus,APSRTC - 2759,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:00,02:55,03h 55m,3.8,INR 328,41 Seats available,41,Rajahmundry,Visakhapatnam
apsrtc,Rajahmundry to Visakhapatnam,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam Bus,APSRTC - 2925,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04:00,05h 00m,3.8,INR 342,17 Seats available,17,Rajahmundry,Visakhapatnam
apsrtc,Rajahmundry to Visakhapatnam,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam Bus,APSRTC - 3137,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,03:50,04h 35m,5.0,INR 342,1 Seat available,1,Rajahmundry,Visakhapatnam
apsrtc,Rajahmundry to Visakhapatnam,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam Bus,APSRTC - 3017,INDRA(A.C. Seater),23:30,03:45,04h 15m,3.6,INR 414,1 Seat available,1,Rajahmundry,Visakhapatnam
apsrtc,Rajahmundry to Visakhapatnam,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam Bus,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),00:00,03:30,03h 30m,3.6,INR 590,2 Seats available,2,Rajahmundry,Visakhapatnam
apsrtc,Rajahmundry to Visakhapatnam,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam Bus,NueGo,Electric A/C Seater/Sleeper (2+1),00:25,04:45,04h 20m,5.0,499,3 Seats available,3,Rajahmundry,Visakhapatnam
apsrtc,Rajahmundry to Visakhapatnam,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam Bus,Sree Sambhavi Tours and Travels,Non A/C Seater / Sleeper (2+1),00:40,05:00,04h 20m,3.9,INR 600,3 Seats available,3,Rajahmundry,Visakhapatnam
apsrtc,Rajahmundry to Visakhapatnam,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam Bus,IRA Travels,A/C Seater / Sleeper (2+1),00:50,05:10,04h 20m,4.0,INR 650,10 Seats available,10,Rajahmundry,Visakhapatnam
apsrtc,Rajahmundry to Visakhapatnam,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam Bus,SREE PAVAN TRAVELS,Non A/C Seater / Sleeper (2+1),00:50,04:35,03h 45m,4.0,540,13 Seats available,13,Rajahmundry,Visakhapatnam
apsrtc,Rajahmundry to Visakhapatnam,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam Bus,NueGo,Electric A/C Seater (2+2),01:10,05:30,04h 20m,3.6,689,10 Seats available,10,Rajahmundry,Visakhapatnam
apsrtc,Rajahmundry to Visakhapatnam,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam Bus,Sai Balaji Travels,Non A/C Seater / Sleeper (2+1),01:25,05:30,04h 05m,3.6,INR 500,21 Seats available,21,Rajahmundry,Visakhapatnam
apsrtc,Rajahmundry to Visakhapatnam,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam Bus,Zingbus Plus,A/C Sleeper (2+1),04:15,08:10,03h 55m,5.0,530,29 Seats available,29,Rajahmundry,Visakhapatnam
apsrtc,Rajahmundry to Visakhapatnam,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam Bus,SRI SAI BALAJI TOURS AND TRAVELS,A/C Seater / Sleeper (2+1),01:30,05:00,03h 30m,4.6,INR 599,12 Seats available,12,Rajahmundry,Visakhapatnam
apsrtc,Rajahmundry to Visakhapatnam,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam Bus,GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),01:45,05:00,03h 15m,5.0,INR 459,25 Seats available,25,Rajahmundry,Visakhapatnam
apsrtc,Rajahmundry to Visakhapatnam,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam Bus,Sri VInayaka Travels(Siva's),NON A/C Sleeper (2+1),01:50,06:30,04h 40m,3.9,INR 699,31 Seats available,31,Rajahmundry,Visakhapatnam
apsrtc,Rajahmundry to Visakhapatnam,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam Bus,Yolo Bus,A/C Sleeper (2+1),02:00,06:33,04h 33m,4.6,INR 789,6 Seats available,6,Rajahmundry,Visakhapatnam
apsrtc,Rajahmundry to Visakhapatnam,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam Bus,SRKT Travels,A/C Seater / Sleeper (2+1),02:30,06:30,04h 00m,4.6,INR 740,1 Seat available,1,Rajahmundry,Visakhapatnam
apsrtc,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad Bus,APSRTC - 6033,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:30,05:50,05h 20m,4.1,INR 501,13 Seats available,13,Nandyal,Hyderabad
apsrtc,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad Bus,APSRTC - 6451,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:00,11:00,06h 00m,4.3,INR 470,31 Seats available,31,Nandyal,Hyderabad
apsrtc,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad Bus,APSRTC - 51502,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:00,12:10,06h 10m,4.2,INR 470,34 Seats available,34,Nandyal,Hyderabad
apsrtc,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad Bus,APSRTC - 6420,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:00,15:05,06h 05m,4.4,INR 470,33 Seats available,33,Nandyal,Hyderabad
apsrtc,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad Bus,APSRTC - 6431,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:00,17:05,06h 05m,4.0,INR 470,31 Seats available,31,Nandyal,Hyderabad
apsrtc,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad Bus,APSRTC - 6462,INDRA(A.C. Seater),11:50,17:46,05h 56m,4.0,INR 606,33 Seats available,33,Nandyal,Hyderabad
apsrtc,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad Bus,APSRTC - 6424,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,02:30,05h 30m,4.5,INR 470,3 Seats available,3,Nandyal,Hyderabad
apsrtc,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad Bus,APSRTC - 9981,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,03:30,06h 15m,5.0,INR 469,14 Seats available,14,Nandyal,Hyderabad
apsrtc,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad Bus,APSRTC - 6440,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,03:10,05h 40m,4.4,INR 470,11 Seats available,11,Nandyal,Hyderabad
apsrtc,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad Bus,APSRTC - 6411,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,03:15,05h 30m,4.0,INR 502,8 Seats available,8,Nandyal,Hyderabad
apsrtc,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad Bus,APSRTC - 51256,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,03:55,05h 55m,4.2,INR 502,13 Seats available,13,Nandyal,Hyderabad
apsrtc,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad Bus,APSRTC - 51529,STAR LINER(NON-AC SLEEPER 2+1),22:05,03:15,05h 10m,4.8,INR 650,8 Seats available,8,Nandyal,Hyderabad
apsrtc,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad Bus,APSRTC - 6435,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,03:40,05h 25m,5.0,INR 469,9 Seats available,9,Nandyal,Hyderabad
apsrtc,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad Bus,APSRTC - 6413,INDRA(A.C. Seater),22:30,03:05,04h 35m,4.5,INR 606,14 Seats available,14,Nandyal,Hyderabad
apsrtc,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad Bus,APSRTC - 6437,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,04:00,05h 15m,4.3,INR 470,11 Seats available,11,Nandyal,Hyderabad
apsrtc,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad Bus,APSRTC - 51274,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,04:30,05h 15m,4.9,INR 502,8 Seats available,8,Nandyal,Hyderabad
apsrtc,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad Bus,APSRTC - 6465,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,04:35,05h 20m,4.0,INR 470,17 Seats available,17,Nandyal,Hyderabad
apsrtc,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad Bus,APSRTC - 6067,STAR LINER(NON-AC SLEEPER 2+1),23:30,04:00,04h 30m,4.5,INR 649,24 Seats available,24,Nandyal,Hyderabad
apsrtc,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad Bus,APSRTC - 6103,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:50,04:55,05h 05m,4.0,INR 501,30 Seats available,30,Nandyal,Hyderabad
apsrtc,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad Bus,Indu Travels,Non A/C Seater / Sleeper (2+1),23:45,05:45,06h 00m,5.0,INR 499,17 Seats available,17,Nandyal,Hyderabad
apsrtc,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore Bus,APSRTC - 6008,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),00:50,04:20,03h 30m,4.8,INR 524,45 Seats available,45,Rayachoti,Bangalore
apsrtc,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore Bus,APSRTC - 6014,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:45,11:00,05h 15m,4.2,INR 353,34 Seats available,34,Rayachoti,Bangalore
apsrtc,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore Bus,APSRTC - 50012,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:45,12:00,05h 15m,4.2,INR 353,32 Seats available,32,Rayachoti,Bangalore
apsrtc,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore Bus,APSRTC - 6224,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",07:45,13:45,06h 00m,5.0,INR 330,27 Seats available,27,Rayachoti,Bangalore
apsrtc,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore Bus,APSRTC - 6004,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:15,13:30,05h 15m,4.0,INR 353,34 Seats available,34,Rayachoti,Bangalore
apsrtc,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore Bus,APSRTC - 6016,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:15,14:30,05h 15m,3.7,INR 353,33 Seats available,33,Rayachoti,Bangalore
apsrtc,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore Bus,APSRTC - 50078,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:15,15:50,05h 35m,4.5,INR 353,31 Seats available,31,Rayachoti,Bangalore
apsrtc,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore Bus,APSRTC - 50061,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:15,16:30,05h 15m,4.2,INR 353,33 Seats available,33,Rayachoti,Bangalore
apsrtc,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore Bus,APSRTC - 9252,INDRA(A.C. Seater),11:30,17:00,05h 30m,4.0,INR 422,36 Seats available,36,Rayachoti,Bangalore
apsrtc,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore Bus,APSRTC - 50102,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",12:30,18:00,05h 30m,3.7,INR 330,35 Seats available,35,Rayachoti,Bangalore
apsrtc,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore Bus,APSRTC - 50804,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,18:40,05h 40m,3.8,INR 353,34 Seats available,34,Rayachoti,Bangalore
apsrtc,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore Bus,APSRTC - 6006,INDRA(A.C. Seater),13:15,18:15,05h 00m,3.6,INR 422,30 Seats available,30,Rayachoti,Bangalore
apsrtc,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore Bus,APSRTC - 50191,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),14:15,19:30,05h 15m,4.3,INR 524,38 Seats available,38,Rayachoti,Bangalore
apsrtc,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore Bus,APSRTC - 9488,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,21:25,05h 55m,3.3,INR 353,31 Seats available,31,Rayachoti,Bangalore
apsrtc,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore Bus,APSRTC - 9256,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),15:45,21:00,05h 15m,3.8,INR 524,46 Seats available,46,Rayachoti,Bangalore
apsrtc,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore Bus,APSRTC - 50144,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,23:00,05h 15m,3.7,INR 353,34 Seats available,34,Rayachoti,Bangalore
apsrtc,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore Bus,APSRTC - 6018,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,00:15,05h 45m,3.7,INR 353,6 Seats available,6,Rayachoti,Bangalore
apsrtc,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore Bus,APSRTC - 6010,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,02:30,05h 15m,4.0,INR 353,7 Seats available,7,Rayachoti,Bangalore
apsrtc,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore Bus,APSRTC - 6240,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:15,04:00,05h 45m,3.5,INR 330,11 Seats available,11,Rayachoti,Bangalore
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 6521,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:05,04:25,04h 20m,4.3,INR 345,16 Seats available,16,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 6603,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:10,05:05,04h 55m,4.2,INR 376,32 Seats available,32,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 6437,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:10,04:00,03h 50m,4.3,INR 345,32 Seats available,32,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 6484,STAR LINER(NON-AC SLEEPER 2+1),00:30,03:50,03h 20m,4.9,INR 488,1 Seat available,1,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 9147,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:30,05:30,05h 00m,4.0,INR 344,33 Seats available,33,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 6465,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:30,04:35,04h 05m,4.1,INR 345,34 Seats available,34,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 51274,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:35,04:30,03h 55m,4.0,INR 377,7 Seats available,7,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 51268,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:50,05:35,04h 45m,4.4,INR 376,1 Seat available,1,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 6478,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:15,04:50,03h 35m,4.1,INR 345,16 Seats available,16,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 6033,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:00,05:50,03h 50m,4.6,INR 376,34 Seats available,34,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 6261,INDRA(A.C. Seater),06:15,10:05,03h 50m,4.5,INR 416,23 Seats available,23,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 6451,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:15,11:00,04h 45m,4.0,INR 345,32 Seats available,32,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 51053,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:00,11:20,04h 20m,4.9,INR 344,34 Seats available,34,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 51502,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:15,12:10,04h 55m,5.0,INR 345,34 Seats available,34,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 51352,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:20,12:31,04h 11m,5.0,INR 345,33 Seats available,33,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 51618,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:30,12:50,04h 20m,4.5,INR 345,34 Seats available,34,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 6168,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:00,13:30,04h 30m,4.5,INR 344,31 Seats available,31,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 51450,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:05,13:05,04h 00m,5.0,INR 345,34 Seats available,34,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 6420,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:15,15:05,04h 50m,5.0,INR 345,34 Seats available,34,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 51050,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:20,14:35,04h 15m,4.2,INR 345,30 Seats available,30,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 6526,Express(Non AC Seater),10:45,15:05,04h 20m,4.4,INR 265,47 Seats available,47,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 51058,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:15,15:35,04h 20m,4.4,INR 345,34 Seats available,34,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 51350,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:50,16:32,04h 42m,4.6,INR 345,34 Seats available,34,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 51243,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:00,16:20,04h 20m,5.0,INR 345,34 Seats available,34,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 6431,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:15,17:05,04h 50m,5.0,INR 345,31 Seats available,31,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 6462,INDRA(A.C. Seater),12:55,17:46,04h 51m,5.0,INR 455,33 Seats available,33,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 6564,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:05,17:32,04h 27m,4.5,INR 345,34 Seats available,34,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 6290,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40,18:15,04h 35m,4.1,INR 377,32 Seats available,32,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 6620,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:35,18:35,04h 00m,4.3,INR 345,34 Seats available,34,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 6470,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:45,18:20,03h 35m,4.5,INR 345,33 Seats available,33,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 51602,INDRA(A.C. Seater),15:30,19:15,03h 45m,4.0,INR 416,33 Seats available,33,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 51129,INDRA(A.C. Seater),17:00,20:50,03h 50m,4.6,INR 416,34 Seats available,34,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 6392,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,21:50,04h 20m,4.2,INR 345,34 Seats available,34,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 6284,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,21:30,03h 00m,4.0,INR 345,34 Seats available,34,Kurnool,Hyderabad
apsrtc,Kurnool to Hyderabad,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad Bus,APSRTC - 51606,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,23:20,04h 20m,5.0,INR 345,34 Seats available,34,Kurnool,Hyderabad
